City_Id,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
464,Flinders,-34.5833,150.8552,79.0,64,46,3.0,AU,scattered clouds
465,Taybad,34.74,60.7756,68.88,18,100,15.26,IR,overcast clouds
466,Csobanka,47.6464,18.9619,37.0,93,0,2.3,HU,clear sky
467,Moroni,-11.7022,43.2551,79.97,79,6,2.01,KM,light rain
468,Vytegra,61.0064,36.4481,35.58,90,100,10.45,RU,overcast clouds
469,Dali,25.7,100.1833,58.73,39,0,4.61,CN,clear sky
470,Ixtapa,20.7,-105.2,75.2,69,75,10.36,MX,broken clouds
471,Fare,-16.7,-151.0167,83.53,74,100,21.36,PF,overcast clouds
472,Ouadda,8.0777,22.4007,74.66,61,100,2.59,CF,overcast clouds
473,Rayagada,19.1667,83.4167,79.02,36,0,2.75,IN,clear sky
474,Dudinka,69.4058,86.1778,19.44,95,100,11.01,RU,light snow
475,Nagua,19.3832,-69.8474,73.83,82,0,7.38,DO,clear sky
476,Buin,-33.7333,-70.75,64.99,63,0,17.27,CL,clear sky
477,Kailua,21.4022,-157.7394,80.6,69,75,9.22,US,light rain
478,College,64.8569,-147.8028,27.0,79,90,5.75,US,light snow
479,Teslic,44.6064,17.8597,39.2,81,20,3.44,BA,few clouds
480,Qena,26.1615,32.7183,60.8,44,0,3.44,EG,clear sky
481,Tagusao,9.1924,117.8141,83.61,69,85,4.72,PH,overcast clouds
482,Kincardine,56.0667,-3.7167,44.01,93,0,5.75,GB,clear sky
483,Morondava,-20.2833,44.2833,76.14,78,0,3.31,MG,clear sky
484,Christchurch,-43.5333,172.6333,66.2,63,20,17.27,NZ,few clouds
485,Naze,28.3667,129.4833,69.8,83,20,13.8,JP,few clouds
486,Mathathane,-22.2687,28.7495,66.99,68,39,11.45,BW,scattered clouds
487,Gizo,-8.103,156.8419,84.88,67,100,5.14,SB,overcast clouds
488,Nyimba,-14.5566,30.8149,63.19,95,0,3.58,ZM,clear sky
489,Juneau,58.3019,-134.4197,35.6,75,90,11.5,US,overcast clouds
490,Marsh Harbour,26.5412,-77.0636,75.99,74,2,3.76,BS,clear sky
491,Nyurba,63.2842,118.3319,1.4,95,100,3.8,RU,overcast clouds
492,Pitimbu,-7.4706,-34.8086,75.2,100,90,9.22,BR,overcast clouds
493,Timizart,36.8,4.2667,46.99,56,0,4.59,DZ,clear sky
494,Ketchikan,55.3422,-131.6461,40.05,81,100,11.95,US,overcast clouds
495,Hobyo,5.3505,48.5268,77.38,63,11,12.03,SO,few clouds
496,Ilorin,8.5,4.55,76.06,83,56,12.28,NG,broken clouds
497,Bafata,12.1667,-14.75,77.58,57,76,6.33,GW,broken clouds
498,Tres Arroyos,-38.3739,-60.2798,64.83,81,57,8.1,AR,broken clouds
499,Santa Lucia,27.9117,-15.5407,70.0,28,0,8.05,ES,clear sky
500,Bryan,30.6744,-96.37,68.0,100,90,11.5,US,overcast clouds
501,Champerico,14.3,-91.9167,84.2,74,40,6.91,GT,scattered clouds
502,Barra Do Garcas,-15.89,-52.2567,74.16,85,100,1.03,BR,overcast clouds
503,Ewa Beach,21.3156,-158.0072,80.6,73,90,13.8,US,light rain
504,Tigzirt,36.8886,4.1198,52.47,55,0,5.44,DZ,clear sky
505,Bucerias,20.75,-105.3333,75.2,69,75,10.36,MX,broken clouds
506,Kristiansund,63.1115,7.732,41.0,65,90,12.66,NO,overcast clouds
507,Zhangye,38.9342,100.4517,47.93,19,100,13.11,CN,overcast clouds
508,Abu Dhabi,24.4667,54.3667,73.4,73,0,2.3,AE,clear sky
509,Pokaran,26.9167,71.9167,69.57,27,0,6.6,IN,clear sky
510,Talaya,61.3833,152.75,-3.75,87,100,7.47,RU,overcast clouds
511,Asau,46.4333,26.4,34.0,80,90,9.22,RO,overcast clouds
512,Gat,31.61,34.7642,57.99,100,96,9.86,IL,overcast clouds
513,Tenenkou,14.4572,-4.9169,85.06,9,85,19.62,ML,overcast clouds
514,Maceio,-9.6658,-35.7353,75.2,94,75,2.3,BR,broken clouds
515,Stara Vyzhivka,51.4376,24.44,32.11,55,10,3.74,UA,clear sky
516,Grants,35.1473,-107.8514,32.0,80,1,12.66,US,clear sky
517,Veraval,20.9,70.3667,77.97,40,0,9.8,IN,clear sky
518,Benghazi,32.1167,20.0667,57.04,47,97,16.71,LY,overcast clouds
519,Aykhal,66.0,111.5,-0.2,96,100,8.23,RU,overcast clouds
520,Araguacu,-12.9306,-49.8264,75.9,75,100,3.4,BR,overcast clouds
521,Alyangula,-13.8483,136.4192,84.88,71,100,6.31,AU,light rain
522,Orizona,-17.0314,-48.2958,66.9,74,43,2.48,BR,scattered clouds
523,Darnah,32.767,22.6367,55.58,59,46,19.84,LY,scattered clouds
524,San Miguel,13.4833,-88.1833,78.73,70,28,3.85,SV,scattered clouds
525,Bolshaya Martynovka,47.271,41.6679,32.54,100,100,5.28,RU,snow
526,Taoudenni,22.6783,-3.9836,67.71,13,0,12.08,ML,clear sky
527,Santa Cruz Del Sur,20.7147,-77.9956,78.62,75,61,3.18,CU,broken clouds
528,Vulcan,45.3833,23.2667,23.97,77,100,3.36,RO,overcast clouds
529,Katangli,51.7102,143.2326,26.85,60,1,5.93,RU,clear sky
530,Mujiayingzi,42.1167,118.7833,52.75,26,5,10.4,CN,clear sky
531,Nalut,30.3333,10.85,49.42,49,0,7.58,LY,clear sky
532,Svetlogorsk,52.6333,29.7333,27.21,84,26,4.59,BY,scattered clouds
533,Sunggal,3.5765,98.6151,77.0,100,40,3.56,ID,mist
534,Half Moon Bay,37.4636,-122.4286,57.2,87,75,9.22,US,mist
535,Stephenville,32.2207,-98.2023,68.0,73,90,3.44,US,overcast clouds
536,Marienburg,54.0359,19.0266,39.99,74,13,5.19,PL,few clouds
537,Puerto Escondido,15.85,-97.0667,82.4,83,1,9.22,MX,clear sky
538,Viedma,-40.8135,-62.9967,60.89,61,100,13.35,AR,overcast clouds
539,Grand-Lahou,5.1367,-5.0242,78.57,87,100,4.72,CI,overcast clouds
540,Semenivka,52.1783,32.5818,25.03,94,8,4.83,UA,clear sky
541,Venado Tuerto,-33.7456,-61.9688,72.0,99,44,4.0,AR,scattered clouds
542,Tual,-5.6667,132.75,82.76,74,100,7.14,ID,moderate rain
543,Mae Sai,20.4335,99.8762,69.8,100,20,2.3,TH,mist
544,Aklavik,68.2191,-135.0107,15.8,53,100,4.61,CA,overcast clouds
545,Balad,34.0164,44.1453,65.46,34,100,15.26,IQ,overcast clouds
546,Dire Dawa,9.5931,41.8661,68.31,25,0,6.46,ET,clear sky
547,Ilo,-17.6394,-71.3375,69.8,78,0,9.22,PE,clear sky
548,Matara,5.9485,80.5353,75.96,89,100,4.5,LK,overcast clouds
549,Show Low,34.2542,-110.0298,37.4,81,90,9.22,US,overcast clouds
550,Belmonte,-15.8631,-38.8828,78.8,73,0,8.05,BR,clear sky
551,Gamba,-2.65,10.0,75.13,85,100,3.27,GA,overcast clouds
552,Fort Saint James,54.4333,-124.25,37.47,89,100,2.55,CA,light rain
553,Carutapera,-1.195,-46.02,75.16,94,100,5.37,BR,overcast clouds
554,Labuhan,-6.8844,112.2051,81.1,78,100,4.18,ID,overcast clouds
555,Santa Fe,-31.6333,-60.7,75.99,89,8,1.99,AR,clear sky
556,Yining,29.0361,114.5636,63.01,62,0,1.77,CN,clear sky
557,Lira,2.235,32.9097,69.62,45,70,3.02,UG,broken clouds
558,Akyab,20.15,92.9,77.52,80,1,4.56,MM,clear sky
559,Kirensk,57.7853,108.1119,17.24,92,100,1.86,RU,overcast clouds
560,Myaundzha,63.0494,147.1858,-5.19,78,100,2.37,RU,overcast clouds
561,Comodoro Rivadavia,-45.8667,-67.5,59.0,44,0,4.61,AR,clear sky
562,Lodja,-3.4833,23.4333,68.05,98,100,1.63,CD,light rain
563,Kutum,14.2,24.6667,72.86,19,12,7.99,SD,few clouds
564,Tamsweg,47.1281,13.811,26.01,99,3,4.38,AT,clear sky
565,Zhezkazgan,47.8043,67.7144,22.06,83,100,8.55,KZ,overcast clouds
566,Husavik,66.0449,-17.3389,33.8,51,0,5.75,IS,clear sky
567,Komsomolskiy,40.4272,71.7189,53.6,47,15,4.61,UZ,few clouds
568,Challans,46.8436,-1.8749,51.01,93,90,6.91,FR,overcast clouds
569,Glenwood Springs,39.5505,-107.3248,48.2,73,96,5.75,US,overcast clouds
570,Seaford,50.7714,0.1027,48.0,94,100,4.0,GB,overcast clouds
571,Galle,6.0367,80.217,76.59,87,100,4.63,LK,overcast clouds
572,Oksfjord,70.2396,22.3479,39.2,60,40,5.75,NO,light rain
573,Portobelo,9.55,-79.65,81.0,77,15,21.99,PA,few clouds
574,Chingola,-12.529,27.8838,58.32,98,17,3.44,ZM,few clouds
575,Liverpool,53.4106,-2.9779,48.2,81,20,5.75,GB,few clouds
576,Muscatine,41.4667,-91.1335,46.4,81,90,14.97,US,overcast clouds
577,Lahaina,20.8783,-156.6825,82.4,65,40,14.97,US,light rain
578,Cape Coast,5.1053,-1.2466,80.51,84,100,12.71,GH,overcast clouds
579,Ust-Kulom,61.6864,53.6902,32.47,94,100,9.91,RU,overcast clouds
580,Waldoboro,44.0954,-69.3756,46.99,100,75,3.44,US,mist
581,Tecoanapa,16.5167,-98.75,77.94,67,0,6.51,MX,clear sky
582,Anloga,5.7947,0.8973,81.27,79,94,16.04,GH,overcast clouds
583,Svarstad,59.399,9.9698,37.0,1,1,6.42,NO,clear sky
584,Malanje,-9.5402,16.341,64.08,97,100,5.46,AO,light rain
585,Padang,-0.9492,100.3543,77.0,94,40,2.3,ID,scattered clouds
586,Kewanee,41.2456,-89.9248,50.0,82,91,1.99,US,overcast clouds
587,Athabasca,54.7169,-113.2854,30.2,86,100,11.5,CA,overcast clouds
588,Hualmay,-11.0964,-77.6139,71.06,79,100,10.58,PE,overcast clouds
589,Saint-Augustin,51.226,-58.6502,27.88,96,100,4.0,CA,overcast clouds
590,Guerrero Negro,27.9769,-114.0611,59.88,66,0,14.79,MX,clear sky
591,Verkhoyansk,67.5447,133.385,-11.4,89,100,1.68,RU,overcast clouds
592,Diego De Almagro,-26.3667,-70.05,63.75,55,0,1.81,CL,clear sky
593,Usvyaty,55.7456,30.7533,26.71,95,98,3.47,RU,overcast clouds
594,Dongkan,33.9997,119.8308,61.95,50,6,2.91,CN,clear sky
595,Wasilla,61.5814,-149.4394,33.01,47,90,6.91,US,overcast clouds
596,Olafsvik,64.8945,-23.7142,31.21,62,85,10.74,IS,overcast clouds
597,Paamiut,61.994,-49.6678,13.5,84,100,12.5,GL,light snow
598,Brokopondo,4.75,-55.1667,76.3,86,98,7.02,SR,overcast clouds
599,Aitape,-3.1374,142.3475,82.24,74,96,0.51,PG,overcast clouds
600,Zhigansk,66.7697,123.3711,-16.62,99,100,7.14,RU,overcast clouds
601,Mugan,35.9404,101.3842,44.13,39,94,3.02,CN,overcast clouds
602,Nizhnevartovsk,60.9344,76.5531,21.2,93,75,6.71,RU,light snow
603,Kahului,20.8947,-156.47,82.4,69,40,9.22,US,scattered clouds
604,Northam,51.0333,-4.2167,43.0,93,1,5.01,GB,clear sky
605,Nioki,-2.7167,17.6833,69.39,98,100,4.18,CD,moderate rain
606,Rustenburg,-25.6676,27.2421,61.61,79,47,2.62,ZA,scattered clouds
607,Machico,32.7,-16.7667,62.6,82,40,12.66,PT,scattered clouds
608,Emerald,-23.5333,148.1667,84.99,39,5,10.36,AU,clear sky
609,Boqueirao,-7.5,-36.1333,71.78,88,5,8.21,BR,clear sky
610,Mahbubnagar,16.7333,77.9833,77.18,27,3,5.35,IN,clear sky
611,Puro,12.4841,123.3827,82.0,74,100,13.69,PH,overcast clouds
612,Victor Harbor,-35.5667,138.6167,64.99,70,18,13.78,AU,few clouds
613,Luanda,-8.8368,13.2343,78.8,83,75,8.95,AO,light rain
614,Port Blair,11.6667,92.75,82.33,76,35,6.91,IN,scattered clouds
615,Bereda,43.2686,-7.5406,43.0,99,84,1.99,ES,broken clouds
616,Corrales,35.2378,-106.6067,43.0,56,75,13.8,US,broken clouds
617,Manokwari,-0.8667,134.0833,82.87,71,100,4.38,ID,moderate rain
618,Kabalo,-6.05,26.9167,70.0,96,100,3.11,CD,overcast clouds
619,Batagay,67.6333,134.6333,-10.26,89,100,1.99,RU,overcast clouds
620,Lixourion,38.2019,20.4314,51.06,64,79,13.38,GR,broken clouds
621,Saquena,-4.6667,-73.5167,73.24,96,27,0.87,PE,moderate rain
622,Bilma,18.6853,12.9164,71.55,10,0,19.44,NE,clear sky
623,Santiago Del Estero,-27.7951,-64.2615,80.28,57,100,6.76,AR,overcast clouds
624,Goroka,-6.0834,145.3873,72.91,74,85,0.18,PG,overcast clouds
625,Yar-Sale,66.8333,70.8333,9.63,95,38,11.41,RU,scattered clouds
626,Camrose,53.0168,-112.8353,37.99,86,100,8.01,CA,overcast clouds
627,Caohe,30.2297,115.4335,61.0,59,0,8.41,CN,clear sky
628,Wanaka,-44.7,169.15,65.28,55,3,2.19,NZ,clear sky
629,Kikwit,-5.041,18.8162,69.03,97,100,2.21,CD,light rain
630,Saint-Louis,16.3333,-15.0,84.2,34,0,2.3,SN,clear sky
631,Ola,59.5833,151.2833,10.42,65,90,14.81,RU,overcast clouds
632,Ulaanbaatar,47.9077,106.8832,39.2,28,75,2.24,MN,broken clouds
633,Severodvinsk,64.5635,39.8302,39.2,75,20,11.18,RU,few clouds
634,Odzak,45.0111,18.3267,41.0,82,97,1.01,BA,overcast clouds
635,Nouadhibou,20.931,-17.0347,64.4,94,75,13.8,MR,broken clouds
636,Buraydah,26.326,43.975,77.0,38,0,9.22,SA,clear sky
637,Sayyan,15.1718,44.3244,54.97,20,4,3.4,YE,clear sky
638,San Quintin,30.4833,-115.95,59.32,65,0,8.9,MX,clear sky
639,San Jeronimo,-11.9472,-75.2829,48.47,85,76,5.01,PE,broken clouds
640,Rakai,-0.72,31.4839,61.68,88,100,1.52,UG,light rain
641,Gazanjyk,39.2446,55.5154,71.35,40,100,5.1,TM,overcast clouds
642,Meshchovsk,54.3244,35.2808,16.9,95,20,3.38,RU,few clouds
643,Rio Grande,-32.035,-52.0986,71.01,86,0,11.63,BR,clear sky
644,Okhotsk,59.3833,143.3,6.3,70,100,9.78,RU,overcast clouds
645,Ascension,30.2169,-90.9001,66.2,94,90,3.44,US,overcast clouds
646,Brewster,41.3973,-73.6171,50.0,93,100,7.36,US,moderate rain
647,Locri,38.2414,16.2623,54.0,66,90,12.66,IT,overcast clouds
648,Quelimane,-17.8786,36.8883,72.0,95,27,4.59,MZ,light rain
649,Anadyr,64.75,177.4833,10.4,79,20,13.42,RU,snow
650,Jinchang,38.4953,102.1739,46.99,17,100,13.24,CN,overcast clouds
651,Keetmanshoop,-26.5833,18.1333,70.86,52,0,10.56,NA,clear sky
652,Lowestoft,52.4752,1.7516,43.0,94,18,3.0,GB,few clouds
653,Kalabo,-14.97,22.6814,69.89,79,99,6.13,ZM,overcast clouds
654,Bukachacha,52.9833,116.9167,30.72,72,5,1.79,RU,clear sky
655,Barreirinhas,-2.7469,-42.8264,75.0,93,100,5.7,BR,moderate rain
656,Watrous,51.6668,-105.4679,41.0,48,100,19.57,CA,overcast clouds
657,Eichstatt,48.8833,11.1833,36.0,86,20,1.14,DE,few clouds
658,Poum,-20.2333,164.0167,80.35,75,26,18.9,NC,scattered clouds
659,Micomeseng,2.1462,10.6164,68.85,99,100,2.42,GQ,light rain
660,Bugasong,11.0439,122.0659,84.4,65,90,5.08,PH,overcast clouds
661,Safaga,26.7292,33.9365,66.2,26,0,14.97,EG,clear sky
662,Labuan,5.2767,115.2417,82.4,83,20,4.36,MY,few clouds
663,Tlamacazapa,18.5167,-99.5,89.6,9,1,9.22,MX,clear sky
664,Troitsko-Pechorsk,62.7084,56.1964,29.64,93,100,9.28,RU,overcast clouds
665,Ciudad Bolivar,8.1222,-63.5497,85.93,46,98,15.66,VE,overcast clouds
666,Xuddur,4.1213,43.8894,70.16,64,0,10.69,SO,clear sky
667,Harwich,51.9419,1.2844,46.0,80,17,5.99,GB,few clouds
668,Newton,42.337,-71.2092,55.0,66,100,10.36,US,overcast clouds
669,Griffith,41.5284,-87.4237,55.4,71,75,12.66,US,broken clouds
670,Corrientes,-27.4806,-58.8341,82.4,74,0,5.75,AR,clear sky
671,Oneida,43.2001,-75.4663,52.0,82,90,10.36,US,overcast clouds
672,Shaoxing,30.011,120.5715,57.2,77,0,6.71,CN,clear sky
673,Cairns,-16.9167,145.7667,88.0,70,80,4.61,AU,broken clouds
674,Vaitape,-16.5167,-151.75,83.7,74,100,21.54,PF,overcast clouds
675,Ahuimanu,21.4447,-157.8378,80.6,69,75,9.22,US,light rain
676,Odda,60.0691,6.5457,42.01,81,100,17.0,NO,overcast clouds
677,Abu Samrah,35.3029,37.1841,47.32,62,6,30.76,SY,clear sky
678,Khor,47.8861,134.9464,29.71,67,0,3.13,RU,clear sky
679,Channel-Port Aux Basques,47.5702,-59.1367,36.48,91,100,12.64,CA,overcast clouds
680,Samarai,-10.6167,150.6667,85.39,67,99,7.0,PG,overcast clouds
681,Ningxiang,37.34,111.2052,51.33,36,76,9.57,CN,broken clouds
682,Inuvik,68.3499,-133.7218,15.8,53,100,4.61,CA,overcast clouds
683,Olinda,-8.0089,-34.8553,80.6,65,40,9.22,BR,scattered clouds
684,Port Augusta,-32.5,137.7667,68.0,52,0,14.97,AU,clear sky
685,Killybegs,54.6333,-8.45,44.01,90,100,5.01,IE,overcast clouds
686,Melito Di Porto Salvo,37.9222,15.7714,54.0,66,90,12.66,IT,overcast clouds
687,Ilhabela,-23.7781,-45.3581,77.45,84,41,1.57,BR,scattered clouds
688,Vilhena,-12.7406,-60.1458,68.56,96,69,3.24,BR,broken clouds
689,Hanover,52.3705,9.7332,44.01,87,0,3.44,DE,clear sky
690,Udupi,13.35,74.75,77.0,78,40,3.44,IN,scattered clouds
691,Tvedestrand,58.622,8.9315,39.2,87,40,6.91,NO,scattered clouds
692,Mumford,5.2618,-0.759,80.46,84,100,14.16,GH,overcast clouds
693,Berlevag,70.8578,29.0864,32.13,83,20,16.42,NO,few clouds
694,Mareeba,-17.0,145.4333,89.01,70,90,4.61,AU,overcast clouds
695,Seoul,37.5683,126.9778,53.6,66,20,2.3,KR,few clouds
696,Letlhakane,-21.4167,25.5833,70.11,56,51,10.33,BW,broken clouds
